artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Travis Scott,guidance,207107,True,2016,73,0.702,0.753,11,-2.943,1,0.24,0.0609,1.38e-06,0.41,0.453,139.98,hip hop
Travis Scott,wonderful,216946,True,2016,73,0.769,0.569,1,-5.591,0,0.0786,0.0737,0.0,0.0571,0.612,146.062,hip hop
Twisted Sister,What You Don't Know (Sure Can Hurt You) - 2016 Remaster,286253,False,2016,40,0.458,0.871,2,-7.845,1,0.0546,0.00105,0.0,0.158,0.549,103.119,album rock
Twisted Sister,"I'll Never Grow Up, Now! - 2016 Remaster",248080,False,2016,40,0.419,0.865,4,-6.641,0,0.041,0.00102,0.0,0.624,0.778,151.023,album rock
Twisted Sister,Sin After Sin - 2016 Remaster,204827,False,2016,40,0.373,0.948,2,-6.977,1,0.0831,0.000161,0.0,0.08,0.291,103.199,album rock
Twisted Sister,You Can't Stop Rock 'N' Roll - 2016 Remaster,282853,False,2016,40,0.24,0.932,9,-7.308,1,0.235,0.000416,0.0,0.121,0.263,192.588,album rock
Twisted Sister,I Am (I'm Me) - 2016 Remaster,214653,False,2016,40,0.357,0.758,4,-8.157,1,0.0471,0.00536,0.0,0.168,0.414,138.316,album rock
Twisted Sister,The Kids Are Back - 2016 Remaster,198120,False,2016,40,0.63,0.806,0,-7.891,1,0.0929,0.00785,0.0,0.127,0.49,138.517,album rock
Twisted Sister,I Wanna Rock - 2016 Remaster,183773,False,2016,40,0.571,0.765,2,-8.574,1,0.036,0.000897,4.99e-06,0.314,0.558,106.151,album rock
Twisted Sister,We're Not Gonna Take It - 2016 Remaster,218293,False,2016,40,0.475,0.898,4,-9.129,1,0.0505,0.00232,0.0,0.201,0.802,149.662,album rock
Twisted Sister,The Price - 2016 Remaster,228907,False,2016,40,0.334,0.667,5,-9.201,1,0.0412,0.0356,0.0,0.0656,0.538,155.206,album rock
Twisted Sister,S.M.F. - 2016 Remaster,181533,False,2016,40,0.397,0.881,2,-7.509,1,0.0556,0.00398,1.32e-06,0.0877,0.365,140.476,album rock
Twisted Sister,The Beast - 2016 Remaster,212760,False,2016,40,0.514,0.751,4,-8.653,1,0.0346,0.0018,8.79e-06,0.0434,0.431,81.782,album rock
Twisted Sister,Burn in Hell - 2016 Remaster,283293,False,2016,40,0.339,0.898,4,-8.414,0,0.0522,0.000355,1.11e-06,0.347,0.548,107.082,album rock
Twisted Sister,Come Out and Play - 2016 Remaster,304440,False,2016,40,0.368,0.966,8,-9.288,0,0.272,0.000482,0.0,0.0843,0.121,157.536,album rock
Twisted Sister,Leader of the Pack - 2016 Remaster,229840,False,2016,40,0.575,0.682,8,-10.213,1,0.0332,0.0113,0.0,0.145,0.293,128.037,album rock
Twisted Sister,The Fire Still Burns - 2016 Remaster,213320,False,2016,40,0.284,0.91,6,-8.103,1,0.0865,0.00101,0.0,0.348,0.381,122.992,album rock
Twisted Sister,You Want What We Got - 2016 Remaster,261160,True,2016,40,0.456,0.855,0,-7.962,1,0.101,0.00264,0.0,0.217,0.421,138.803,album rock
Twisted Sister,Hot Love - 2016 Remaster,213787,False,2016,40,0.56,0.857,1,-7.993,1,0.0486,0.013,0.0,0.43,0.478,135.077,album rock
Twisted Sister,Love Is for Suckers,206493,False,2016,40,0.239,0.938,8,-7.457,1,0.143,0.00516,1.08e-06,0.315,0.541,164.034,album rock
Twisted Sister,Born To Be Wild,208400,False,2016,40,0.426,0.95,8,-7.727,1,0.0664,0.000162,5.97e-05,0.3,0.417,91.822,album rock
Post Malone,Broken Whiskey Glass,233813,True,2016,77,0.512,0.673,0,-7.359,1,0.0523,0.289,3.04e-06,0.126,0.11,99.84,dfw rap
Post Malone,Big Lie,207680,True,2016,77,0.442,0.684,6,-4.888,0,0.168,0.191,0.0,0.0725,0.218,170.861,dfw rap
Post Malone,Deja Vu,234213,True,2016,77,0.62,0.69,7,-6.508,1,0.0493,0.0931,0.0,0.131,0.331,133.935,dfw rap
Post Malone,No Option,179827,True,2016,77,0.575,0.734,2,-4.949,1,0.057,0.0757,0.0,0.241,0.494,83.986,dfw rap
Post Malone,Cold,268933,True,2016,77,0.67,0.572,4,-7.312,0,0.0415,0.647,4.72e-06,0.104,0.259,132.98,dfw rap
Post Malone,White Iverson,256533,True,2016,77,0.675,0.562,7,-7.678,1,0.0352,0.233,0.0,0.0816,0.309,130.098,dfw rap
Post Malone,I Fall Apart,223347,True,2016,77,0.556,0.538,8,-5.408,0,0.0382,0.0689,0.0,0.196,0.291,143.95,dfw rap
Post Malone,Patient,194333,True,2016,77,0.743,0.662,5,-6.108,0,0.179,0.565,0.0,0.128,0.552,89.975,dfw rap
Post Malone,Go Flex,179613,True,2016,77,0.665,0.498,5,-8.185,1,0.0832,0.228,0.0,0.0757,0.127,81.967,dfw rap
Post Malone,Feel,197120,True,2016,77,0.497,0.507,5,-8.075,0,0.0585,0.214,4.79e-06,0.0948,0.192,119.432,dfw rap
Post Malone,Too Young,237147,True,2016,77,0.602,0.635,4,-6.526,0,0.052,0.271,3.2e-05,0.0829,0.225,123.05,dfw rap
Post Malone,Congratulations,220293,True,2016,77,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146,dfw rap
Post Malone,Up There,194827,True,2016,77,0.654,0.378,5,-8.108,0,0.0322,0.373,1.07e-05,0.0971,0.437,72.976,dfw rap
Post Malone,"Yours Truly, Austin Post",219147,True,2016,77,0.649,0.618,6,-5.694,1,0.0672,0.483,2.53e-06,0.166,0.421,125.977,dfw rap
Post Malone,Leave,324853,True,2016,77,0.535,0.55,4,-7.249,1,0.0229,0.246,0.000105,0.124,0.619,90.086,dfw rap
Post Malone,Hit This Hard,249027,True,2016,77,0.628,0.553,0,-8.967,1,0.0472,0.294,0.00551,0.0825,0.367,140.026,dfw rap
Post Malone,Money Made Me Do It,224960,True,2016,77,0.734,0.429,7,-6.511,1,0.16,0.305,0.0,0.0659,0.372,83.021,dfw rap
Post Malone,Feeling Whitney,257267,True,2016,77,0.412,0.227,0,-12.696,1,0.0359,0.787,4.69e-06,0.282,0.226,80.111,dfw rap
Faith No More,Collision - 2016 Remaster,203507,False,1997,42,0.454,0.947,7,-5.774,1,0.0763,0.000241,0.0683,0.278,0.544,139.325,alternative metal
Faith No More,Stripsearch - 2016 Remaster,270787,False,1997,42,0.642,0.709,6,-6.571,0,0.0256,0.00111,0.0241,0.296,0.464,135.502,alternative metal
Faith No More,Last Cup of Sorrow - 2016 Remaster,257867,False,1997,42,0.489,0.91,4,-6.746,0,0.0545,3.19e-05,0.09,0.17,0.645,76.774,alternative metal
Faith No More,Naked in Front of the Computer - 2016 Remaster,127453,False,1997,42,0.52,0.939,4,-5.819,1,0.121,0.00103,0.00359,0.399,0.431,92.702,alternative metal
Faith No More,Helpless - 2016 Remaster,324227,False,1997,42,0.493,0.744,0,-8.128,1,0.0411,0.00143,0.682,0.652,0.425,136.466,alternative metal
Faith No More,Mouth to Mouth - 2016 Remaster,235013,False,1997,42,0.688,0.915,4,-7.274,1,0.0566,0.000965,0.00246,0.355,0.818,129.693,alternative metal
Faith No More,Ashes to Ashes - 2016 Remaster,216200,False,1997,42,0.572,0.81,0,-7.407,1,0.0274,8.52e-05,0.000138,0.0998,0.313,98.459,alternative metal
Faith No More,She Loves Me Not - 2016 Remaster,209533,False,1997,42,0.806,0.686,0,-7.479,1,0.0441,0.0315,0.0274,0.238,0.686,124.741,alternative metal
Faith No More,Got That Feeling - 2016 Remaster,140667,False,1997,42,0.615,0.968,4,-4.623,1,0.182,0.00198,0.00424,0.433,0.712,117.311,alternative metal
Faith No More,Paths of Glory - 2016 Remaster,256400,False,1997,42,0.352,0.734,0,-7.242,1,0.0331,0.000832,0.00338,0.0684,0.464,101.874,alternative metal
Faith No More,Home Sick Home - 2016 Remaster,119213,False,1997,42,0.35,0.95,6,-5.234,0,0.0824,0.000579,0.119,0.653,0.555,126.963,alternative metal
Faith No More,Pristina - 2016 Remaster,233520,False,1997,42,0.179,0.354,0,-7.376,1,0.0353,2.77e-05,0.863,0.137,0.0347,104.625,alternative metal
Faith No More,Pristina - Billy Gould Mix; Last Cup of Sorrow B-Side; 2016 Remaster,256507,False,1997,42,0.712,0.316,10,-9.218,0,0.0299,0.00292,0.832,0.114,0.115,105.987,alternative metal
Faith No More,Last Cup of Sorrow - Roli Mosimann Mix; Last Cup of Sorrow B-Side; 2016 Remaster,384720,False,1997,42,0.569,0.81,11,-8.016,0,0.0661,0.00109,0.00876,0.0784,0.372,153.886,alternative metal
Faith No More,She Loves Me Not - Spinna Main Mix; Japan B-Side; 2016 Remaster,277533,False,1997,42,0.719,0.72,7,-5.635,1,0.0881,0.0252,0.274,0.279,0.659,79.707,alternative metal
Faith No More,Ashes to Ashes - Hardknox Alternative Mix; 2016 Remaster,366307,False,1997,42,0.63,0.628,9,-8.578,0,0.042,0.0242,0.905,0.126,0.405,196.172,alternative metal
Faith No More,Light up and Let Go - Ashes to Ashes B-Side; 2016 Remaster,138693,False,1997,42,0.504,0.922,4,-4.05,1,0.146,8.33e-05,0.603,0.0901,0.281,130.271,alternative metal
Faith No More,The Big Kahuna - Ashes to Ashes B-Side; 2016 Remaster,186053,False,1997,42,0.302,0.997,6,-3.8,0,0.191,0.00438,0.0408,0.362,0.0381,124.955,alternative metal
Faith No More,This Guy's in Love With You - Live; I Started a Joke B-Side; 2016 Remaster,259680,False,1997,42,0.41,0.421,8,-8.495,1,0.0391,0.361,0.000562,0.807,0.133,76.697,alternative metal
Faith No More,Collision - Live from Phoenix Festival; 2016 Remaster,209240,False,1997,42,0.304,0.965,0,-5.182,0,0.145,0.00709,0.00725,0.924,0.159,148.79,alternative metal
Drake,Keep The Family Close,328907,True,2016,77,0.378,0.566,9,-7.685,0,0.0482,0.149,0.0,0.382,0.196,87.691,canadian hip hop
Drake,9,255787,True,2016,77,0.68,0.712,10,-7.184,1,0.0453,0.000803,0.000612,0.237,0.0379,100.009,canadian hip hop
Drake,U With Me?,297373,True,2016,77,0.429,0.43,2,-11.373,1,0.165,0.338,1.18e-05,0.138,0.125,174.983,canadian hip hop
Drake,Feel No Ways,240653,True,2016,77,0.582,0.677,7,-7.081,1,0.172,0.0312,6.6e-06,0.122,0.205,193.818,canadian hip hop
Drake,Hype,209413,True,2016,77,0.787,0.635,4,-8.271,0,0.155,0.0253,0.0,0.357,0.237,130.018,canadian hip hop
Drake,Weston Road Flows,253533,True,2016,77,0.623,0.74,1,-6.942,1,0.307,0.0635,0.0,0.366,0.35,82.877,canadian hip hop
Drake,Redemption,333947,True,2016,77,0.694,0.314,0,-7.82,1,0.116,0.611,2.07e-06,0.117,0.341,119.905,canadian hip hop
Drake,With You,195053,True,2016,77,0.878,0.406,1,-9.961,1,0.248,0.134,0.000234,0.112,0.784,128.014,canadian hip hop
Drake,Faithful,290133,True,2016,77,0.536,0.449,1,-10.499,1,0.103,0.11,1.49e-05,0.284,0.171,99.889,canadian hip hop
Drake,Still Here,189853,True,2016,77,0.834,0.433,0,-9.607,1,0.174,0.0258,0.0,0.633,0.229,133.938,canadian hip hop
Drake,Controlla,245227,True,2016,77,0.59,0.468,10,-11.083,0,0.185,0.0789,0.0,0.101,0.349,92.287,canadian hip hop
Drake,One Dance,173987,False,2016,77,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.0018,0.329,0.37,103.967,canadian hip hop
Drake,Grammys,220427,True,2016,77,0.676,0.432,1,-9.51,1,0.502,0.00163,3.84e-06,0.0799,0.12,145.869,canadian hip hop
Drake,Childs Play,241400,True,2016,77,0.746,0.475,10,-11.243,0,0.113,0.0175,1.1e-05,0.197,0.292,80.006,canadian hip hop
Drake,Pop Style,212947,True,2016,77,0.713,0.462,7,-10.027,1,0.123,0.192,2.16e-06,0.105,0.0594,133.053,canadian hip hop
Drake,Too Good,263373,True,2016,77,0.794,0.653,7,-7.839,1,0.104,0.0489,4.88e-05,0.1,0.397,117.996,canadian hip hop
Drake,Summers Over Interlude,106333,True,2016,77,0.699,0.255,4,-8.647,0,0.0303,0.405,0.00242,0.0985,0.242,132.031,canadian hip hop
Drake,Fire & Desire,238120,True,2016,77,0.722,0.252,1,-14.411,0,0.0761,0.0671,0.0,0.0852,0.275,79.923,canadian hip hop
Drake,Views,311960,True,2016,77,0.395,0.852,5,-5.896,1,0.37,0.0657,0.0,0.262,0.112,76.428,canadian hip hop
Joy Again,Looking Out for You,179499,False,2016,65,0.682,0.9,9,-5.028,1,0.0874,0.0884,0.063,0.0685,0.937,100.721,indie garage rock
The Weeknd,Starboy,230453,True,2016,79,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,canadian contemporary r&b
The Weeknd,Party Monster,249213,True,2016,79,0.573,0.63,1,-8.389,1,0.105,0.189,2.31e-05,0.259,0.218,77.525,canadian contemporary r&b
The Weeknd,False Alarm,220307,False,2016,79,0.517,0.677,8,-6.373,0,0.0746,0.0324,3.37e-05,0.189,0.192,173.978,canadian contemporary r&b
The Weeknd,Reminder,218880,True,2016,79,0.706,0.505,8,-6.923,1,0.193,0.142,0.0,0.164,0.388,160.053,canadian contemporary r&b
The Weeknd,Rockin’,232880,True,2016,79,0.738,0.885,9,-5.547,0,0.206,0.0133,0.0,0.0821,0.752,112.878,canadian contemporary r&b
The Weeknd,Secrets,265600,False,2016,79,0.664,0.771,0,-5.779,1,0.0533,0.0155,9.6e-06,0.46,0.763,109.945,canadian contemporary r&b
The Weeknd,True Colors,206013,False,2016,79,0.624,0.424,1,-8.237,1,0.24,0.286,0.0,0.173,0.584,76.671,canadian contemporary r&b
The Weeknd,Stargirl Interlude,111640,False,2016,79,0.638,0.474,5,-12.7,0,0.124,0.351,0.191,0.105,0.441,179.771,canadian contemporary r&b
The Weeknd,Sidewalks,231360,True,2016,79,0.542,0.72,1,-5.136,0,0.0628,0.147,0.0,0.348,0.623,149.828,canadian contemporary r&b
The Weeknd,Six Feet Under,237573,True,2016,79,0.772,0.504,6,-8.219,0,0.0761,0.129,0.0,0.125,0.244,140.035,canadian contemporary r&b
The Weeknd,Love To Lay,223293,False,2016,79,0.711,0.807,7,-5.052,0,0.0608,0.052,0.0,0.214,0.698,116.971,canadian contemporary r&b
The Weeknd,A Lonely Night,220173,False,2016,79,0.853,0.663,7,-6.955,0,0.0755,0.0431,8.71e-06,0.0891,0.864,113.998,canadian contemporary r&b
The Weeknd,Attention,197653,True,2016,79,0.671,0.428,4,-7.052,0,0.124,0.688,0.000182,0.119,0.362,148.04,canadian contemporary r&b
The Weeknd,Ordinary Life,221920,False,2016,79,0.537,0.587,7,-7.486,0,0.0771,0.0275,0.0,0.0961,0.365,149.748,canadian contemporary r&b
The Weeknd,Nothing Without You,198653,False,2016,79,0.575,0.634,1,-8.1,1,0.068,0.0646,0.0,0.0878,0.191,109.825,canadian contemporary r&b
The Weeknd,All I Know,321027,True,2016,79,0.467,0.417,8,-10.614,0,0.074,0.421,0.000202,0.102,0.171,120.021,canadian contemporary r&b
The Weeknd,Die For You,260253,False,2016,79,0.582,0.525,1,-7.163,0,0.0627,0.111,0.0,0.134,0.51,133.249,canadian contemporary r&b
The Weeknd,I Feel It Coming,269187,False,2016,79,0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987,canadian contemporary r&b
Andrew Rannells,Four Jews in a Room Bitching,203013,False,2016,46,0.656,0.648,11,-4.789,1,0.132,0.649,0.0,0.164,0.777,171.914,broadway
Christian Borle,A Tight-Knit Family / Love Is Blind,359027,False,2016,46,0.549,0.473,2,-7.407,1,0.0777,0.684,0.0,0.264,0.454,109.157,broadway
Christian Borle,The Thrill of First Love,252467,False,2016,46,0.609,0.491,8,-6.696,1,0.0849,0.644,0.0,0.0603,0.575,102.49,broadway
Anthony Rosenthal,Marvin at the Psychiatrist - A Three-Part Mini-Opera,360307,False,2016,46,0.536,0.295,7,-11.945,1,0.209,0.772,0.0,0.108,0.341,168.83,broadway
Anthony Rosenthal,My Father's a Homo / Everyone Tells Jason to See a Psychiatrist,263120,False,2016,46,0.61,0.319,0,-7.887,1,0.0741,0.704,0.0,0.0735,0.327,118.268,broadway
Christian Borle,This Had Better Come to a Stop,170027,False,2016,46,0.593,0.638,2,-4.667,1,0.289,0.561,0.0,0.105,0.633,110.515,broadway
Stephanie J. Block,I'm Breaking Down,288533,False,2016,46,0.606,0.432,9,-7.702,1,0.315,0.751,0.0,0.4,0.56,140.561,broadway
Brandon Uranowitz,Please Come to Our House / Jason's Therapy,374027,False,2016,46,0.602,0.457,5,-7.008,1,0.0806,0.635,0.0,0.207,0.478,117.138,broadway
Brandon Uranowitz,A Marriage Proposal / A Tight-Knit Family - Reprise,225627,False,2016,46,0.501,0.434,4,-7.665,1,0.154,0.655,0.0,0.0587,0.481,165.061,broadway
Stephanie J. Block,Trina's Song / March of the Falsettos / Trina's Song - Reprise,404453,False,2016,46,0.518,0.252,11,-9.281,1,0.043,0.797,0.0,0.262,0.237,128.426,broadway
Christian Borle,The Chess Game,213427,False,2016,46,0.521,0.388,2,-7.684,1,0.0862,0.775,0.0,0.104,0.311,100.731,broadway
Brandon Uranowitz,Making a Home,187600,False,2016,46,0.272,0.265,7,-10.259,0,0.0324,0.883,0.0,0.523,0.293,83.639,broadway
Andrew Rannells,The Games I Play,165373,False,2016,46,0.42,0.374,9,-9.055,1,0.0392,0.739,0.0,0.118,0.276,84.887,broadway
Christian Borle,Marvin Hits Trina,112987,False,2016,46,0.558,0.462,9,-6.529,1,0.142,0.738,0.0,0.213,0.335,113.541,broadway
Christian Borle,I Never Wanted to Love You,164933,False,2016,46,0.426,0.386,8,-7.058,1,0.0433,0.81,0.0,0.103,0.348,84.182,broadway
Christian Borle,Father to Son,241347,False,2016,46,0.377,0.0564,5,-20.256,1,0.0373,0.947,0.000442,0.0814,0.184,79.888,broadway
'Falsettos' 2016 Broadway Company,Falsettoland / About Time,252387,False,2016,46,0.564,0.484,5,-7.21,0,0.0957,0.741,0.0,0.581,0.376,111.458,broadway
Anthony Rosenthal,Year of the Child,252573,False,2016,46,0.566,0.603,8,-5.253,1,0.156,0.734,0.0,0.112,0.61,80.308,broadway
Anthony Rosenthal,Miracle of Judaism,100013,False,2016,46,0.591,0.296,7,-10.975,1,0.0487,0.803,0.0,0.185,0.652,156.85,broadway
'Falsettos' 2016 Broadway Company,The Baseball Game,284400,False,2016,46,0.594,0.545,6,-6.701,1,0.369,0.714,0.0,0.221,0.671,76.238,broadway
'Falsettos' 2016 Broadway Company,A Day in Falsettoland,459080,False,2016,46,0.584,0.425,6,-7.973,1,0.275,0.767,0.0,0.139,0.566,143.297,broadway
Brandon Uranowitz,Everyone Hates His Parents,272000,False,2016,46,0.696,0.428,1,-7.818,1,0.284,0.776,0.0,0.1,0.571,122.077,broadway
Christian Borle,What More Can I Say?,255120,False,2016,46,0.345,0.128,0,-16.779,1,0.0395,0.934,8.6e-05,0.0619,0.0998,77.367,broadway
Tracie Thoms,Something Bad Is Happening / More Racquetball,306427,False,2016,46,0.539,0.439,3,-7.721,1,0.237,0.736,0.0,0.0723,0.33,149.586,
Stephanie J. Block,Holding to the Ground,154547,False,2016,46,0.547,0.34,11,-9.904,1,0.0616,0.747,0.0,0.115,0.258,81.284,broadway
'Falsettos' 2016 Broadway Company,Days Like This,198893,False,2016,46,0.637,0.443,2,-7.33,1,0.113,0.685,0.0,0.174,0.629,80.791,broadway
Anthony Rosenthal,Canceling the Bar Mitzvah,212240,False,2016,46,0.563,0.228,0,-11.951,1,0.118,0.81,0.0,0.164,0.219,107.141,broadway
Christian Borle,Unlikely Lovers,306907,False,2016,46,0.441,0.211,4,-11.006,1,0.032,0.863,0.0,0.141,0.261,86.398,broadway
Anthony Rosenthal,Another Miracle of Judaism,67600,False,2016,46,0.71,0.219,7,-12.057,1,0.102,0.757,0.0,0.107,0.468,104.977,broadway
Tracie Thoms,Something Bad Is Happening - Reprise,40187,False,2016,46,0.57,0.146,11,-16.899,1,0.112,0.942,0.0,0.187,0.407,93.239,
Andrew Rannells,You Gotta Die Sometime,183760,False,2016,46,0.462,0.419,4,-8.862,0,0.185,0.688,0.0,0.397,0.394,182.349,broadway
'Falsettos' 2016 Broadway Company,Jason's Bar Mitzvah,308133,False,2016,46,0.384,0.309,4,-8.716,1,0.0401,0.817,0.0,0.108,0.323,81.587,broadway
Christian Borle,What Would I Do?,246027,False,2016,46,0.425,0.189,9,-10.776,1,0.0372,0.856,8.04e-05,0.113,0.29,141.92,broadway
Brandon Uranowitz,Falsettoland - Reprise,77920,False,2016,46,0.364,0.0619,6,-21.845,0,0.0554,0.923,0.00155,0.077,0.0579,67.984,broadway
A Boogie Wit da Hoodie,I Know What's Real,227928,True,2016,70,0.81,0.465,9,-7.348,1,0.236,0.0145,0.0,0.126,0.127,136.001,melodic rap
A Boogie Wit da Hoodie,Still Think About You,246988,True,2016,70,0.946,0.646,5,-6.604,1,0.21,0.219,0.0,0.0643,0.961,127.978,melodic rap
A Boogie Wit da Hoodie,My Shit,128157,True,2016,70,0.812,0.621,5,-8.3,1,0.0515,0.244,0.0,0.099,0.847,77.998,melodic rap
A Boogie Wit da Hoodie,D.T.B. (Interlude),287556,True,2016,70,0.588,0.851,10,-6.311,0,0.515,0.707,0.0,0.0968,0.452,84.472,melodic rap
A Boogie Wit da Hoodie,Friend Zone,235776,True,2016,70,0.532,0.608,10,-8.227,0,0.358,0.434,0.0,0.379,0.502,82.862,melodic rap
A Boogie Wit da Hoodie,Jungle,174192,True,2016,70,0.538,0.52,7,-11.063,0,0.737,0.308,0.0,0.214,0.551,180.274,melodic rap
A Boogie Wit da Hoodie,1hunnit,247954,True,2016,70,0.7,0.481,3,-10.296,0,0.273,0.349,0.0,0.112,0.307,88.047,melodic rap
A Boogie Wit da Hoodie,Money over Everything,211139,True,2016,70,0.646,0.795,1,-10.298,1,0.324,0.377,0.0,0.121,0.621,133.624,melodic rap
A Boogie Wit da Hoodie,Trap House,186253,True,2016,70,0.779,0.714,6,-5.203,0,0.206,0.309,0.0,0.0765,0.398,135.974,melodic rap
A Boogie Wit da Hoodie,Fall in Love,214857,True,2016,70,0.842,0.727,0,-6.241,1,0.0675,0.261,0.0,0.131,0.721,107.994,melodic rap
A Boogie Wit da Hoodie,Artist,231898,True,2016,70,0.768,0.823,1,-5.949,1,0.173,0.304,0.0,0.0751,0.857,158.125,melodic rap
Amanda Crow,Love Yourself - Piano Version,240333,False,2016,32,0.674,0.152,4,-19.954,1,0.0847,0.97,0.905,0.0911,0.413,97.987,classify
Amanda Crow,7-Years - Piano Version,220664,False,2016,32,0.626,0.189,10,-14.645,1,0.0439,0.968,0.933,0.146,0.197,112.121,classify
Amanda Crow,PILLOWTALK - Piano Version,220575,False,2016,32,0.669,0.194,11,-14.542,1,0.045,0.869,0.855,0.0938,0.2,120.018,classify
Amanda Crow,Life on Mars? - Piano Version,284367,False,2016,32,0.618,0.309,10,-11.189,1,0.0629,0.962,0.913,0.139,0.069,90.008,classify
Amanda Crow,Chandelier - Piano Version,215283,False,2016,32,0.528,0.297,1,-11.45,1,0.0438,0.984,0.812,0.132,0.197,180.01,classify
Amanda Crow,Stitches - Piano Version,209950,False,2016,32,0.504,0.432,1,-11.798,1,0.0379,0.985,0.888,0.11,0.482,150.057,classify
Amanda Crow,Hello - Piano Version,259700,False,2016,32,0.492,0.284,8,-10.855,1,0.0423,0.912,0.897,0.108,0.149,179.962,classify
Amanda Crow,Love Me Like You Do - Piano Version,247841,False,2016,32,0.538,0.234,8,-15.781,1,0.0533,0.956,0.888,0.133,0.12,96.012,classify
Amanda Crow,One Last Time - Piano Version,230978,False,2016,32,0.62,0.208,8,-15.92,1,0.0466,0.935,0.863,0.0933,0.478,107.005,classify
Amanda Crow,Someone Like You - Piano Version,293561,False,2016,32,0.593,0.335,9,-12.583,1,0.0376,0.979,0.881,0.109,0.201,135.021,classify
Amanda Crow,Thinking Out Loud - Piano Version,306825,False,2016,32,0.715,0.119,2,-18.407,1,0.0672,0.963,0.903,0.13,0.308,144.005,classify
Amanda Crow,The Hills - Piano Version,240467,False,2016,32,0.619,0.277,0,-15.319,0,0.0488,0.814,0.92,0.15,0.146,115.981,classify
Bruno Mars,24K Magic,225983,False,2016,74,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,dance pop
Bruno Mars,Chunky,186973,False,2016,74,0.571,0.539,5,-4.446,0,0.116,0.0208,0.0,0.125,0.727,202.103,dance pop
Bruno Mars,Perm,210053,False,2016,74,0.853,0.871,8,-3.715,1,0.0851,0.0145,6.84e-05,0.198,0.863,124.021,dance pop
Bruno Mars,That's What I Like,206693,False,2016,74,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,dance pop
Bruno Mars,Versace on the Floor,261240,False,2016,74,0.578,0.574,2,-6.209,1,0.0454,0.196,0.0,0.083,0.301,174.152,dance pop
Bruno Mars,Straight up & Down,198187,False,2016,74,0.552,0.733,3,-6.898,0,0.0933,0.0209,0.0,0.0858,0.643,143.56,dance pop
Bruno Mars,Calling All My Lovelies,250080,False,2016,74,0.662,0.705,1,-6.56,0,0.0399,0.0392,2.38e-06,0.105,0.865,159.996,dance pop
Bruno Mars,Finesse,191000,False,2016,74,0.741,0.798,5,-5.342,0,0.0718,0.00781,0.0,0.0232,0.939,104.953,dance pop
Bruno Mars,Too Good to Say Goodbye,281827,False,2016,74,0.587,0.63,2,-6.054,1,0.0311,0.0389,0.0,0.35,0.433,76.97,dance pop
TV Girl,Taking What's Not Yours,205651,False,2016,69,0.712,0.914,1,-5.675,1,0.101,0.65,0.0,0.0579,0.697,100.406,indie pop
TV Girl,Song About Me,243727,False,2016,69,0.625,0.949,4,-4.714,0,0.0561,0.00456,0.00506,0.645,0.496,100.639,indie pop
